"CO_ENTIDADE","NO_ENTIDADE","NO_MUNICIPIO","TP_DEPENDENCIA","TP_CATEGORIA_ESCOLA_PRIVADA","NO_BAIRRO","QT_FUNCIONARIOS","QT_PROF_MONITORES"
"26108801","ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI ROMEU PEREA","Jaboatão dos Guararapes","2","","CURADO I","1","0"
"26108844","ESCOLA MUNICIPAL NATIVIDADE SALDANHA","Jaboatão dos Guararapes","3","","CAJUEIRO SECO","1","0"
"26108860","ESCOLA MOACIR FELIX DOS SANTOS","Jaboatão dos Guararapes","4","","SOCORRO","",""
"26108895","ESCOLA MUNICIPAL DOM BENO","Jaboatão dos Guararapes","3","","PRAZERES","1","0"
"26108909","ESCOLA MUNICIPAL DR LUIZ GONZAGA MARANHAO","Jaboatão dos Guararapes","3","","SAO JOSE","1","0"
"26108917","ESCOLA MUNICIPAL DOM PEDRO DE ALCANTARA","Jaboatão dos Guararapes","3","","SUCUPIRA","1","0"
"26108925","ESCOLA DE REFERENCIA EM ENSINO MEDIO NESTOR GOMES DE MOURA","Jaboatão dos Guararapes","2","","VILA RICA","1","0"
"26108941","ESCOLA NOSSA SENHORA DO ROSARIO","Jaboatão dos Guararapes","4","","VISTA ALEGRE","",""
"26108950","ESCOLA ALICE VILAR DE AQUINO","Jaboatão dos Guararapes","3","","SUCUPIRA","0","0"
"26108968","ESCOLA MUNICIPAL PASTOR JOAO ADALGISO","Jaboatão dos Guararapes","3","","CENTRO","1","0"
"26108976","ESCOLA MUNICIPAL PADRE AURINO CARACCIOLO","Jaboatão dos Guararapes","3","","VILA RICA","1","0"
"26108984","ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MAURO MOTA","Jaboatão dos Guararapes","2","","SOCORRO","1","0"
"26108992","ESCOLA MUNICIPAL PROFESSOR COSTA PINTO","Jaboatão dos Guararapes","3","","CURADO IV","1","0"
"26109000","ESCOLA MUNICIPAL PROFESSOR EDWARD BERNARDINO","Jaboatão dos Guararapes","3","","ENGENHO VELHO","1","0"
"26109026","ESCOLA MUNICIPAL DR MAURICIO MARTINS DE ALBUQUERQUE","Jaboatão dos Guararapes","3","","","1","0"
"26109042","ESCOLA DE REFERENCIA EM ENSINO MEDIO RODOLFO AURELIANO","Jaboatão dos Guararapes","2","","CENTRO","1","0"
"26109069","ESCOLA MUNICIPAL RURAL MARIA ANGELA DE ALBUQUERQUE MARANHAO","Jaboatão dos Guararapes","3","","AREA RURAL DE JABOATAO DOS GUARARAPES","1","0"
"26109077","ESCOLA RUY BARBOSA","Jaboatão dos Guararapes","4","1","PRAZERES","1","0"
"26109107","ESCOLA DE REFERENCIA EM ENSINO MEDIO SIMON BOLIVAR","Jaboatão dos Guararapes","2","","CURADO II","0","0"
"26109115","ESCOLA SOUZA BRANDAO","Jaboatão dos Guararapes","2","","CENTRO","1","0"
"26109140","ESCOLA MUNICIPAL PROFESSOR ROBERTO INACIO DA SILVA","Jaboatão dos Guararapes","3","","CENTRO","1","0"
"26109166","ESCOLA MUNICIPAL VEREADOR ANTONIO JANUARIO","Jaboatão dos Guararapes","3","","PRAZERES","1","0"
"26109190","ESCOLA MUNICIPAL JESUS DE NAZARE","Jaboatão dos Guararapes","3","","GUARARAPES","1","0"
"26109212","ESCOLA MUNICIPAL LUIZ LUA GONZAGA","Jaboatão dos Guararapes","3","","CAJUEIRO SECO","1","0"
"26109220","ESCOLA MUNICIPAL NOSSA SENHORA DO LORETO","Jaboatão dos Guararapes","3","","PRAZERES","1","0"
"26109239","ESCOLA MUNICIPAL POETA VINICIUS DE MORAIS","Jaboatão dos Guararapes","3","","CENTRO","1","0"
"26109247","ESCOLA MUNICIPAL LEUZA PEREIRA","Jaboatão dos Guararapes","3","","VISTA ALEGRE","1","0"
"26109255","CEMEI ELIEL EUSTAQUIO DA SILVA","Jaboatão dos Guararapes","3","","JARDIM JORDAO","1","0"
"26109271","ESCOLA MUNICIPAL DUQUE DE CAXIAS","Jaboatão dos Guararapes","3","","SUCUPIRA","1","0"
"26109280","ESCOLA MUNICIPAL PROFESSOR AUGUSTO PEREIRA JUNIOR","Jaboatão dos Guararapes","3","","SANTO ALEIXO","1","0"
"26109298","ESCOLA MUNICIPAL PAULO MENELAU","Jaboatão dos Guararapes","3","","PRAZERES","1","0"
"26109310","ESCOLA MUNICIPAL DE TEMPO INTEGRAL SAO SEBASTIAO","Jaboatão dos Guararapes","3","","VILA RICA","1","1"
"26109328","ESCOLA MUNICIPAL ALMIRANTE TAMANDARE","Jaboatão dos Guararapes","3","","BARRA DE JANGADA","1","0"
"26109344","ESCOLA MUNICIPAL BARAO DE MURIBECA","Jaboatão dos Guararapes","3","","MURIBECA","1","0"
"26109360","ESCOLA DE REFERENCIA EM ENSINO MEDIO BERNARDO VIEIRA","Jaboatão dos Guararapes","2","","CENTRO","0","0"
"26109379","ESCOLA CARROSSEL","Jaboatão dos Guararapes","4","","CAVALEIRO","",""
"26109387","ESCOLA CECILIA MEIRELES","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26109417","ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA","Jaboatão dos Guararapes","3","","GUARARAPES","1","0"
"26109425","ESCOLA MUNICIPAL ALAYDE MARIA DA CONCEICAO","Jaboatão dos Guararapes","3","","PACHECO","1","0"
"26109441","ESCOLA DE REFERENCIA EM ENSINO MEDIO DESPORTISTA RUBEM RODRIGUES MOREIRA","Jaboatão dos Guararapes","2","","CAJUEIRO SECO","1","0"
"26109468","ESCOLA DE REFERENCIA EM ENSINO MEDIO VILA RICA","Jaboatão dos Guararapes","2","","VILA RICA","1","0"
"26109476","ESCOLA MUNICIPAL GALBA MATOS","Jaboatão dos Guararapes","3","","CANDEIAS","1","0"
"26109484","ESCOLA MUNICIPAL GILDO VERISSIMO","Jaboatão dos Guararapes","3","","CAVALEIRO","1","0"
"26109506","ESCOLA HENRIQUETA DE OLIVEIRA","Jaboatão dos Guararapes","2","","SANTO ALEIXO","1","0"
"26109530","CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAO FERNANDES VIEIRA","Jaboatão dos Guararapes","3","","JARDIM JORDAO","1","0"
"26109549","COLEGIO E CURSO JOAO PAULO I","Jaboatão dos Guararapes","4","1","ZUMBI DO PACHECO","1","0"
"26109581","ESCOLA MUNICIPAL POETA CASTRO ALVES","Jaboatão dos Guararapes","3","","JARDIM PRAZERES","1","0"
"26109590","ESCOLA LEAO CRUZ","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26109603","ESCOLA MUNICIPAL LILIOSA RAMOS","Jaboatão dos Guararapes","3","","CENTRO","1","0"
"26109620","ESCOLA MUNICIPAL MEDALHA MILAGROSA","Jaboatão dos Guararapes","3","","ENGENHO VELHO","1","0"
"26109662","ESCOLA MONTEIRO LOBATO","Jaboatão dos Guararapes","4","","CURADO","",""
"26109689","ESCOLA MUNICIPAL CHICO MENDES","Jaboatão dos Guararapes","3","","CAJUEIRO SECO","1","0"
"26109743","ESCOLA MUNICIPAL NOSSA SENHORA DOS PRAZERES","Jaboatão dos Guararapes","3","","JARDIM JORDAO","1","0"
"26109760","ESCOLA PARQUE DO RECIFE","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26109786","ESCOLA POLICHINELO","Jaboatão dos Guararapes","4","1","PIEDADE","1","0"
"26109794","ESCOLA MUNICIPAL RURAL PROFESSOR AUGUSTO DE CASTRO","Jaboatão dos Guararapes","3","","COMPORTAS","1","0"
"26109867","ESCOLA SANTA TEREZA","Jaboatão dos Guararapes","4","1","SOCORRO","1","0"
"26109875","ESCOLA MUNICIPAL RURAL PROFESSORA ELIZABETH MENEZES","Jaboatão dos Guararapes","3","","SANTO ALEIXO","1","0"
"26109891","ESCOLA MUNICIPAL VANIA LARANJEIRA","Jaboatão dos Guararapes","3","","CAJUEIRO SECO","1","0"
"26109905","ESCOLA MUNICIPAL VIDAL DE NEGREIROS","Jaboatão dos Guararapes","3","","PIEDADE","1","0"
"26109921","ESCOLA NOSSA SENHORA APARECIDA","Jaboatão dos Guararapes","4","","SOCORRO","",""
"26109930","ESCOLA TIA LENA","Jaboatão dos Guararapes","4","","SOCORRO","",""
"26109956","ESCOLA MUNICIPAL HENRIQUE DIAS","Jaboatão dos Guararapes","3","","MASSARANDUBA","1","0"
"26109964","GRUPO EDUCACIONAL INTEGRAL","Jaboatão dos Guararapes","4","1","PIEDADE","1","1"
"26109972","ESCOLA MUNICIPAL ALBERTO SANTOS DUMONT","Jaboatão dos Guararapes","3","","SOCORRO","1","0"
"26109980","ESCOLA BENJAMIN CONSTANT","Jaboatão dos Guararapes","3","","SOCORRO","1","0"
"26110016","ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI JABOATAO","Jaboatão dos Guararapes","2","","VISTA ALEGRE","0","0"
"26110032","COLEGIO EMILIA FERREIRO","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26110059","INSTITUTO EDUCACIONAL JOAO XXIII","Jaboatão dos Guararapes","4","","CENTRO","",""
"26110067","INSTITUTO MATEUS","Jaboatão dos Guararapes","4","","CURADO","",""
"26110083","UNIVERSO INFANTIL BRANCA DE NEVE","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26110091","VIVER CENTRO EDUCACIONAL","Jaboatão dos Guararapes","4","1","CANDEIAS","1","0"
"26110105","YAPOATAM COLEGIO E CURSO LTDA","Jaboatão dos Guararapes","4","1","CENTRO","1","0"
"26110113","EDUCANDARIO GILBERTO FREYRE","Jaboatão dos Guararapes","4","","CURADO","",""
"26110130","ESCOLA DE EDUCACAO BASICA E PROFISSIONAL PROFESSORA VALENTINA DE OLIVEIRA FIGUEIREDO","Jaboatão dos Guararapes","4","4","DOIS CARNEIROS","1","1"
"26110148","ESCOLA ALFREDO TENORIO","Jaboatão dos Guararapes","2","","CAVALEIRO","1","0"
"26110156","ESCOLA MUNICIPAL DAVINO TENORIO","Jaboatão dos Guararapes","3","","CAVALEIRO","1","0"
"26110180","ESCOLA MINISTRO JOAO ALBERTO","Jaboatão dos Guararapes","2","","CAVALEIRO","",""
"26110199","ESCOLA DE REFERENCIA EM ENSINO MEDIO MURILO BRAGA","Jaboatão dos Guararapes","2","","CAVALEIRO","1","0"
"26110202","ESCOLA MUNICIPAL ODETTE PEREIRA CARNEIRO","Jaboatão dos Guararapes","3","","SOCORRO","1","0"
"26110210","ESCOLA PARTICULAR THOMAS LIMA","Jaboatão dos Guararapes","4","1","CAVALEIRO","1","0"
"26110229","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ODETE ANTUNES","Jaboatão dos Guararapes","2","","CAVALEIRO","1","0"
"26110237","ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PETRONIO PORTELA","Jaboatão dos Guararapes","2","","SUCUPIRA","1","0"
"26110245","ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR ADERBAL JUREMA","Jaboatão dos Guararapes","2","","CURADO IV","0","0"
"26110261","ESCOLA MUNICIPAL BELEM DE JUDA","Jaboatão dos Guararapes","3","","DOIS CARNEIROS","1","0"
"26110270","ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MOACYR DE ALBUQUERQUE","Jaboatão dos Guararapes","2","","CAVALEIRO","1","0"
"26110300","ESCOLA BANDEIRANTE","Jaboatão dos Guararapes","4","","CAVALEIRO","",""
"26110326","ESCOLA MUNICIPAL CECILIA BRANDAO","Jaboatão dos Guararapes","3","","CURADO 4","1","0"
"26110334","ESCOLA MUNICIPAL DEMERY CARNEIRO","Jaboatão dos Guararapes","3","","DOIS CARNEIROS","1","0"
"26110342","ESCOLA MUNICIPAL JOSE CLAUDINO DA SILVA","Jaboatão dos Guararapes","3","","CAVALEIRO","1","0"
"26110369","ESCOLA MUNICIPAL MARIA AUGUSTA DUTRA","Jaboatão dos Guararapes","3","","SUCUPIRA","1","0"
"26110385","ESCOLA MUNICIPAL PEDRO ALVARES CABRAL","Jaboatão dos Guararapes","3","","SOCORRO","1","0"
"26110407","ESCOLINHA TIA BENTA","Jaboatão dos Guararapes","4","","CAVALEIRO","",""
"26110423","INSTITUTO SANTA MARIA","Jaboatão dos Guararapes","4","1","CURADO II","1","0"
"26110431","CENTRO DE ATIVIDADES DR DINIZ PASSOS","Jaboatão dos Guararapes","4","","CENTRO","",""
"26110512","COLEGIO E CURSO NOSSA SENHORA DA PIEDADE","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26110547","COLEGIO MUNICIPAL JABOATAO DOS GUARARAPES","Jaboatão dos Guararapes","3","","GUARARAPES","1","0"
"26110555","COLEGIO PROFESSORA MARIA DILSA","Jaboatão dos Guararapes","4","","CANDEIAS","",""
"26110580","COLEGIO PIEDADE LTDA","Jaboatão dos Guararapes","4","1","PIEDADE","1","1"
"26110598","COLEGIO PROFESSORA ZULEIDE CONSTANTINO","Jaboatão dos Guararapes","4","1","CANDEIAS","1","0"
"26110601","EDUCANDARIO CRIANCA FELIZ","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26110610","EDUCANDARIO EUCLIDES MARQUES","Jaboatão dos Guararapes","4","1","CAJUEIRO SECO","1","0"
"26110652","CENTRO EDUCACIONAL SABIN","Jaboatão dos Guararapes","4","1","CAJUEIRO SECO","1","0"
"26110660","EDUCANDARIO CARLOS DRUMMOND DE ANDRADE","Jaboatão dos Guararapes","4","1","GUARARAPES","1","0"
"26110687","EDUCANDARIO HEYDE","Jaboatão dos Guararapes","4","","SUCUPIRA","",""
"26110709","EDUCANDARIO IDEAL","Jaboatão dos Guararapes","4","","VISTA ALEGRE","",""
"26110725","EDUCANDARIO MARIA JOSE DE SOUZA VICENTE","Jaboatão dos Guararapes","4","1","GUARARAPES","1","0"
"26110750","EDUCANDARIO PROFª Mª DOLORES DE CARVALHO","Jaboatão dos Guararapes","4","1","CURADO I","1","0"
"26110776","EDUCANDARIO SANTA ANA","Jaboatão dos Guararapes","4","","JARDIM JORDAO","",""
"26110792","EDUCANDARIO SAO FRANCISCO DE ASSIS","Jaboatão dos Guararapes","4","","CAVALEIRO","",""
"26110806","EDUCANDARIO SAO JORGE","Jaboatão dos Guararapes","4","1","VISTA ALEGRE","1","0"
"26110814","COLEGIO SANTA JOANA D ARC","Jaboatão dos Guararapes","4","1","MURIBECA","1","0"
"26110822","ESCOLA MUNICIPAL OSCAR MOURA","Jaboatão dos Guararapes","3","","PIEDADE","1","0"
"26110830","ESCOLA ADVENTISTA DE PRAZERES","Jaboatão dos Guararapes","4","","CAJUEIRO SECO","",""
"26110849","ESCOLA ALTO DOS GUARARAPES","Jaboatão dos Guararapes","2","","PRAZERES","1","1"
"26110857","ESCOLA ALZIRA DA FONSECA BREUEL","Jaboatão dos Guararapes","2","","CAJUEIRO SECO","1","0"
"26110873","ESCOLA MUNICIPAL ARNALDO PEIXOTO","Jaboatão dos Guararapes","3","","CENTRO","1","0"
"26110881","ESCOLA DE REFERENCIA EM ENSINO MEDIO AUGUSTO SEVERO","Jaboatão dos Guararapes","2","","PIEDADE","1","0"
"26110911","ESCOLA MUNICIPAL CLAUDIO AGRICIO","Jaboatão dos Guararapes","3","","JARDIM JORDAO","1","0"
"26110920","ESCOLA COMPOSITOR LUIZ GONZAGA","Jaboatão dos Guararapes","3","","MARCOS FREIRE","1","0"
"26110938","ESC DA IGREJA EVANGELICA DO SR JESUS CRISTO","Jaboatão dos Guararapes","4","","","",""
"26110954","ESCOLA DOM CARLOS COELHO","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26110962","ESCOLA DR MUNICIPAL JOSE LEOPOLDINO","Jaboatão dos Guararapes","3","","SANTO ALEIXO","1","0"
"26110970","ESCOLA DE REFERENCIA EM ENSINO MEDIO EDMUR ARLINDO DE OLIVEIRA","Jaboatão dos Guararapes","2","","CURADO IV","1","0"
"26110997","ESCOLA DE REFERENCIA EM ENSINO MEDIO EDSON MOURY FERNANDES","Jaboatão dos Guararapes","2","","MURIBECA","1","0"
"26111012","ESCOLA DE REFERENCIA EM ENSINO MEDIO FELIPE CAMARAO","Jaboatão dos Guararapes","2","","PRAZERES","1","0"
"26111020","ESCOLA DE REFERENCIA EM ENSINO MEDIO HUMBERTO LINS BARRADAS","Jaboatão dos Guararapes","2","","MURIBECA","1","0"
"26111039","ESCOLA IMACULADA CONCEICAO","Jaboatão dos Guararapes","4","1","CURADO","1","0"
"26111063","ESCOLA MUNICIPAL JOSE CARNEIRO","Jaboatão dos Guararapes","3","","SANTO ALEIXO","1","0"
"26111071","ESCOLA JOSE GLICERIO","Jaboatão dos Guararapes","2","","RIO DAS VELHAS","1","0"
"26111080","ESCOLA MUNICIPAL JOSEFA BATISTA DA SILVA","Jaboatão dos Guararapes","3","","CURADO III","1","0"
"26111101","ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO","Jaboatão dos Guararapes","3","","VILA RICA","1","0"
"26111110","ESCOLA MUNICIPAL MARIA DE LOURDES RAMOS","Jaboatão dos Guararapes","3","","SOCORRO","0","0"
"26111128","ESCOLA MODERNA SAO DIMAS","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26111152","ESCOLA MUNICIPAL NOVA DIVINEA","Jaboatão dos Guararapes","3","","CAJUEIRO SECO","1","0"
"26111179","ESCOLA MUNICIPAL PAULINO MENELAU","Jaboatão dos Guararapes","3","","CANDEIAS","1","0"
"26111195","ESCOLA PEDRO BARROS FILHO","Jaboatão dos Guararapes","2","","PIEDADE","0","0"
"26111209","ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR BENEDITO CUNHA MELO","Jaboatão dos Guararapes","2","","BARRA DE JANGADA","1","0"
"26111225","ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR EPITACIO ANDRE DIAS","Jaboatão dos Guararapes","2","","CAJUEIRO SECO","1","0"
"26111233","ESC PROFª CANDIDA DE ANDRADE MACIEL","Jaboatão dos Guararapes","3","","CAJUEIRO SECO","1","0"
"26111241","ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR JOSE NEVES FILHO","Jaboatão dos Guararapes","2","","PRAZERES","1","0"
"26111268","ESCOLA JOAO PAULO I","Jaboatão dos Guararapes","2","","PRAZERES","0","0"
"26111284","ESCOLA VILA JOAO DE DEUS","Jaboatão dos Guararapes","2","","PRAZERES","1","0"
"26111292","ESCOLA MUNICIPAL NICEA CAHU","Jaboatão dos Guararapes","3","","COMPORTAS","1","0"
"26111306","ESCOLA SAGRADO CORACAO DE MARIA","Jaboatão dos Guararapes","4","1","JARDIM JORDAO","1","0"
"26111314","ESCOLA DE REFERENCIA EM ENSINO MEDIO SATURNINO DE BRITO","Jaboatão dos Guararapes","2","","PRAZERES","1","1"
"26111322","ESCOLA SANTA LUCIA","Jaboatão dos Guararapes","4","1","JARDIM JORDAO","1","0"
"26111330","ESCOLA MUNICIPAL SANTA TEREZA DE AVILA","Jaboatão dos Guararapes","3","","CANDEIAS","1","0"
"26111349","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SUPERVISORA MIRIAM SEIXAS","Jaboatão dos Guararapes","2","","PRAZERES","0","0"
"26111357","ESCOLA ZEQUINHA BARRETO","Jaboatão dos Guararapes","2","","PIEDADE","1","0"
"26111373","ESCOLA MUNICIPAL JUDITH FIGUEIROA","Jaboatão dos Guararapes","3","","MURIBEQUINHA","1","0"
"26111381","ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA","Jaboatão dos Guararapes","3","","COMPORTAS","0","1"
"26111403","ESCOLA DE REFERENCIA EM ENSINO MEDIO ADELAIDE PESSOA CAMARA","Jaboatão dos Guararapes","2","","MARCOS FREIRE","1","0"
"26111411","ESCOLA AMOR DIVINO","Jaboatão dos Guararapes","2","","JARDIM JORDAO","1","0"
"26111420","ESCOLA OLAVO BILAC","Jaboatão dos Guararapes","4","1","CAVALEIRO","1","0"
"26111446","ESCOLA MUNICIPAL ALUISIO DA CUNHA MORAIS","Jaboatão dos Guararapes","3","","BARRA DE JANGADA","1","1"
"26111454","ESCOLA ATIVA LTDA","Jaboatão dos Guararapes","4","","CENTRO","",""
"26111470","ESCOLA CATAVENTO","Jaboatão dos Guararapes","4","","MURIBECA","",""
"26111497","ESCOLA CONVIVER","Jaboatão dos Guararapes","4","1","PIEDADE","1","0"
"26111519","ESCOLA GENTE INOCENTE","Jaboatão dos Guararapes","4","","CANDEIAS","",""
"26111527","ESCOLA HELENA DE ANDRADE","Jaboatão dos Guararapes","4","1","CAJUEIRO SECO","1","0"
"26111543","ESCOLA MUNICIPAL MARECHAL COSTA E SILVA","Jaboatão dos Guararapes","3","","PRAZERES","1","0"
"26111560","ESCOLA MARIA MONTESSORI","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26111578","ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA ESCOLA ANOS FINAIS","Jaboatão dos Guararapes","3","","CANDEIAS","1","0"
"26111594","EDUCANDARIO ELSHADAY","Jaboatão dos Guararapes","4","","SOCORRO","",""
"26111632","REINO COLEGIO E CURSO","Jaboatão dos Guararapes","4","1","JARDIM JORDAO","1","0"
"26111640","ESCOLA REINO ENCANTADO","Jaboatão dos Guararapes","4","1","PIEDADE","1","1"
"26111659","ESCOLA DIVINA PROVIDENCIA","Jaboatão dos Guararapes","3","","PRAZERES","1","0"
"26111713","CENTRO EDUCACIONAL ARLINDA ROCHA","Jaboatão dos Guararapes","4","1","ZUMBI DO PACHECO","1","0"
"26111730","ESCOLA SAO LUIS","Jaboatão dos Guararapes","2","","GUARARAPES","",""
"26111748","ESCOLA MUNICIPAL MARIA FEIJO","Jaboatão dos Guararapes","3","","MARCOS FREIRE","1","0"
"26111764","INSTITUTO ANALICE","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26111772","INSTITUTO BRASILIA","Jaboatão dos Guararapes","4","1","JARDIM JORDAO","1","0"
"26111780","INSTITUTO IMACULADA CONCEICAO","Jaboatão dos Guararapes","4","","JARDIM JORDAO","",""
"26111799","INST EDUCAC STA CATARINA DE ALEXANDRIA","Jaboatão dos Guararapes","4","","CURADO","",""
"26115786","EDUCANDARIO PRINCESA ISABEL","Jaboatão dos Guararapes","4","1","PRAZERES","","0"
"26132478","ESCOLA ESPACO ABERTO DO SABER","Jaboatão dos Guararapes","4","","ENGENHO VELHO","",""
"26132532","ESCOLA SINERGIA","Jaboatão dos Guararapes","4","1","DOIS CARNEIROS","0","0"
"26133113","ESCOLINHA ROSA MISTICA","Jaboatão dos Guararapes","4","","CURADO","",""
"26133172","EDUCANDARIO CANDIDA CAROLINO","Jaboatão dos Guararapes","4","","MARCOS FREIRE","",""
"26133180","EDUCANDARIO ARCANJO LTDA","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26133210","EDUCANDARIO AGAPE","Jaboatão dos Guararapes","4","1","JARDIM JORDAO","1","0"
"26133765","ESCOLA BARTOLOMEU DE GUSMAO","Jaboatão dos Guararapes","3","","PIEDADE","1","0"
"26133783","ESCOLA MUNICIPAL DJALMA FARIAS","Jaboatão dos Guararapes","3","","PIEDADE","1","0"
"26134425","INSTITUTO EDUCACIONAL MILTON RODRIGUES","Jaboatão dos Guararapes","4","","SOCORRO","",""
"26137658","VIDA CENTRO EDUCATIVO INTEGRAL","Jaboatão dos Guararapes","4","","CAJUEIRO SECO","",""
"26137674","EDUCANDARIO RABI DIVINO","Jaboatão dos Guararapes","4","","BARRO","",""
"26137682","CENTRO EDUCACIONAL MARIA LUCIULA","Jaboatão dos Guararapes","4","1","CAVALEIRO","1","0"
"26137690","CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARINALVA MARIA VICENTE","Jaboatão dos Guararapes","3","","MURIBECA","1","0"
"26137739","CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF SIMONE PATRICIA FERREIRA DA SILVA","Jaboatão dos Guararapes","3","","BARRA DE JANGADA","1","0"
"26137747","ESCOLA MUNICIPAL PROFESSORA EXPEDITA HELENA ALMEIDA DA SILVA","Jaboatão dos Guararapes","3","","GUARARAPES","1","0"
"26137755","ESCOLA MUNICIPAL PROFESSOR ALMIR OLIMPIO ALVES","Jaboatão dos Guararapes","3","","PIEDADE","1","0"
"26137950","COLEGIO SOUZA LEAO MEDIO","Jaboatão dos Guararapes","4","1","CANDEIAS","1","1"
"26138441","ESCOLA NOVA LEAO DINIZ EIRELI","Jaboatão dos Guararapes","4","1","CANDEIAS","1","0"
"26138450","INSTITUTO ESCOLAR EVANGELICO","Jaboatão dos Guararapes","4","","CURADO","",""
"26138468","COLEGIO OPCAO","Jaboatão dos Guararapes","4","","CURADO","",""
"26138565","COLEGIO SANDRA MARIA","Jaboatão dos Guararapes","4","1","PRAZERES","1","0"
"26138573","EDUCANDARIO CANDIDO PORTINARI","Jaboatão dos Guararapes","4","","PRAZERES","",""
"26138590","PENTAGONO COLEGIO E CURSO","Jaboatão dos Guararapes","4","1","PIEDADE","1","0"
"26138638","ESCOLA LAPIS DE COR","Jaboatão dos Guararapes","4","1","CANDEIAS","1","0"
"26138654","ESCOLA MUNDO INFANTIL","Jaboatão dos Guararapes","4","1","CAJUEIRO SECO","","0"
"26138662","COLEGIO NOSSA SENHORA DA PENHA","Jaboatão dos Guararapes","4","1","JARDIM JORDAO","0","0"
"26138697","ESCOLA VIVER FELIZ","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26138700","EDUCANDARIO ENMANUELY","Jaboatão dos Guararapes","4","","VISTA ALEGRE","",""
"26138719","ESCOLA MUNICIPAL RURAL PROFESSORA MENININHA BATISTA","Jaboatão dos Guararapes","3","","MURIBECA DOS GUARARAPES","",""
"26139111","INSTITUTO EDUCACIONAL OLIVEIRA LIMA","Jaboatão dos Guararapes","4","","CURADO IV","",""
"26139138","CENTRO SOCIAL URBANO JOAO DE DEUS","Jaboatão dos Guararapes","4","","SITIO HISTORICO","",""
"26139146","COLEGIO AVANCAR","Jaboatão dos Guararapes","4","1","CANDEIAS","1","1"
"26139154","COLEGIO VINICIUS DE MORAES","Jaboatão dos Guararapes","4","1","PRAZERES","1","0"
"26139162","COLEGIO BRASILEIRO","Jaboatão dos Guararapes","4","","CURADO","",""
"26139170","COLEGIO JARDIM DE MARIA","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26139383","EDUCAP EDUCACAO E CAPACITACAO PROFISSIONAL","Jaboatão dos Guararapes","4","","CANDEIAS","",""
"26139766","ESCOLA FREINET","Jaboatão dos Guararapes","4","1","CENTRO","1","0"
"26139774","ESCOLA MONTE PASCOAL","Jaboatão dos Guararapes","4","","PIEDADE","",""
"26139936","EDUCANDARIO ANA GORETTI","Jaboatão dos Guararapes","4","","CAJUEIRO SECO","",""
"26139944","ESCOLA CRIANCA ESPERANCA","Jaboatão dos Guararapes","4","","SOCORRO","",""
"26139952","COLEGIO BUARQUE DE GUSMAO","Jaboatão dos Guararapes","4","1","CANDEIAS","1","0"
"26139987","ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO","Jaboatão dos Guararapes","3","","SUCUPIRA","1","0"
"26140004","COLEGIO E CURSO SANTA MONICA","Jaboatão dos Guararapes","4","","JARDIM JORDAO","",""
"26141825","ESCOLA ESPACO KIDS","Jaboatão dos Guararapes","4","","CURADO","",""
"26144441","COLEGIO SOUZA LEAO POSITIVO","Jaboatão dos Guararapes","4","","CANDEIAS","",""
"26144689","ESCOLA MUNICIPAL ANIBAL VAREJAO","Jaboatão dos Guararapes","3","","CENTRO","1","0"
